UnitOfMeasureName,SaleDate,ProductCategoryName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,Units
Grams,7/28/2023,Raw Pre-Rolls,2187,0,0,242.5,2187,242.5,154
Grams,7/25/2023,Buds,4725.5,0,0,556.5,4725.5,556.5,79
Each,7/26/2023,Vape Product,5464.6,122,5464.6,0,0,122,89
Grams,7/28/2023,Buds,1999.32,0,0,269.5,1999.32,269.5,49
Grams,7/27/2023,Infused Pre-Rolls,790.35,0,0,25.4,790.35,25.4,20
Each,7/28/2023,Infused Beverage,473.97,66,473.97,0,0,66,34
Each,7/29/2023,Concentrate (Each),616,16,616,0,0,16,13
Grams,7/26/2023,Shake/Trim,126.5,0,0,28,126.5,28,4
Each,7/28/2023,Infused (edible),1070,47,1070,0,0,47,39
Grams,7/30/2023,Infused Pre-Rolls,627.3,0,0,35.9,627.3,35.9,32
Grams,7/25/2023,Buds,178,0,0,24.5,178,24.5,3
Each,7/28/2023,Vape Product,6744.82,210,6744.82,0,0,210,188
Grams,7/30/2023,Raw Pre-Rolls,3602.05,0,0,397,3602.05,397,233
Grams,7/27/2023,Buds,15592.68,0,0,3594.5,15592.68,3594.5,411
Each,7/25/2023,Vape Product,6780,128,6780,0,0,128,124
Grams,7/28/2023,Infused Pre-Rolls,731.5,0,0,43.05,731.5,43.05,31
Each,7/28/2023,Infused (edible),696.25,41,696.25,0,0,41,35
Each,7/28/2023,Infused (edible),161,9,161,0,0,9,7
Each,7/30/2023,Infused Beverage,374.99,69,374.99,0,0,69,31
Grams,7/25/2023,Buds,11780.83,0,0,2842,11780.83,2842,613
Grams,7/26/2023,Raw Pre-Rolls,1775.69,0,0,175,1775.69,175,104
Each,7/28/2023,Concentrate (Each),2581.5,111,2581.5,0,0,111,87
Grams,7/26/2023,Buds,1027,0,0,119.5,1027,119.5,24
Grams,7/26/2023,Raw Pre-Rolls,8376.37,0,0,962,8376.37,962,654
Each,7/29/2023,Vape Product,4759.02,100,4759.02,0,0,100,98
Grams,7/30/2023,Raw Pre-Rolls,3259.5,0,0,173.8,3259.5,173.8,124
Grams,7/27/2023,Shake/Trim (by strain),4584.99,0,0,590.5,4584.99,590.5,166
Grams,7/27/2023,Shake/Trim,248.12,0,0,63,248.12,63,8
Grams,7/26/2023,Infused Pre-Rolls,298.75,0,0,11.8,298.75,11.8,11
Grams,7/25/2023,Kief,80,0,0,4,80,4,3
Grams,7/28/2023,Raw Pre-Rolls,2075.32,0,0,215.5,2075.32,215.5,143
Each,7/29/2023,Vape Product,6626.5,166,6626.5,0,0,166,152
Each,7/30/2023,Vape Product,1430.5,39,1430.5,0,0,39,39
Each,7/25/2023,Vape Product,754,18,754,0,0,18,18
Grams,7/25/2023,Shake/Trim,136,0,0,28,136,28,4
Grams,7/25/2023,Infused Pre-Rolls,277.2,0,0,15.6,277.2,15.6,11
Grams,7/24/2023,Buds,2065,0,0,288.5,2065,288.5,65
Grams,7/29/2023,Buds,734,0,0,91,734,91,12
Grams,7/30/2023,Infused Pre-Rolls,244.04,0,0,10,244.04,10,8
Grams,7/27/2023,Raw Pre-Rolls,459.95,0,0,39,459.95,39,26
Grams,7/30/2023,Shake/Trim (by strain),440,0,0,98,440,98,13
Each,7/25/2023,Vape Product,2376,74,2376,0,0,74,72
Each,7/24/2023,Infused (edible),585.5,50,585.5,0,0,50,43
Grams,7/28/2023,Raw Pre-Rolls,850.75,0,0,113,850.75,113,59
Grams,7/24/2023,Infused Pre-Rolls,1995,0,0,109.5,1995,109.5,67
Each,7/28/2023,Concentrate (Each),9014.5,220,9014.5,0,0,220,200
Grams,7/26/2023,Buds,13313.09,0,0,1374.5,13313.09,1374.5,309
Each,7/27/2023,Infused (non-edible),150,2,150,0,0,2,1
Grams,7/26/2023,Shake/Trim (by strain),880,0,0,308,880,308,11
Each,7/28/2023,Infused (edible),5395.54,313,5395.54,0,0,313,204
Each,7/30/2023,Concentrate (Each),723.25,18,723.25,0,0,18,17
Grams,7/30/2023,Buds,46166.97,0,0,5898.5,46166.97,5898.5,926
Each,7/25/2023,Vape Product,237.49,7,237.49,0,0,7,6
Each,7/30/2023,Vape Product,1920,54,1920,0,0,54,47
Each,7/29/2023,Vape Product,1154.9,28,1154.9,0,0,28,26
Grams,7/30/2023,Buds,5318.35,0,0,822.5,5318.35,822.5,169
Each,7/25/2023,Vape Product,1364.5,34,1364.5,0,0,34,32
Each,7/27/2023,Vape Product,340,12,340,0,0,12,11
Grams,7/28/2023,Infused Pre-Rolls,330.86,0,0,17.2,330.86,17.2,13
Each,7/25/2023,Infused Beverage,2880,240,2880,0,0,240,98
Grams,7/25/2023,Raw Pre-Rolls,166.61,0,0,15.5,166.61,15.5,14
Grams,7/27/2023,Kief,90,0,0,5,90,5,3
Each,7/26/2023,Concentrate (Each),920,26,920,0,0,26,22
Each,7/30/2023,Concentrate (Each),142,4,142,0,0,4,4
Grams,7/25/2023,Infused Pre-Rolls,405,0,0,16.45,405,16.45,16
Grams,7/30/2023,Concentrate,40,0,0,1,40,1,1
Grams,7/28/2023,Infused Pre-Rolls,781.55,0,0,41.5,781.55,41.5,26
Grams,7/30/2023,Infused Pre-Rolls,291,0,0,15.3,291,15.3,12
Grams,7/27/2023,Infused Pre-Rolls,352,0,0,19.2,352,19.2,11
Each,7/24/2023,Vape Product,1639.12,40,1639.12,0,0,40,39
Grams,7/29/2023,Buds,5081,0,0,630,5081,630,129
Each,7/26/2023,Vape Product,2070.31,90,2070.31,0,0,90,69
Each,7/25/2023,Infused (non-edible),198.25,5,198.25,0,0,5,5
Each,7/28/2023,Infused (non-edible),21,1,21,0,0,1,1
Each,7/27/2023,Infused Beverage,527.25,63,527.25,0,0,63,29
Grams,7/26/2023,Buds,12808.25,0,0,1805,12808.25,1805,397
Grams,7/29/2023,Buds,2239.12,0,0,185.5,2239.12,185.5,43
Each,7/28/2023,Vape Product,680,20,680,0,0,20,20
Each,7/30/2023,Vape Product,1827,33,1827,0,0,33,31
Each,7/26/2023,Infused (edible),3088.3,186,3088.3,0,0,186,160
Each,7/30/2023,Vape Product,1088.5,20,1088.5,0,0,20,19
Each,7/30/2023,Concentrate (Each),462.66,14,462.66,0,0,14,14
Each,7/29/2023,Vape Product,1295.01,79,1295.01,0,0,79,25
Grams,7/26/2023,Kief,60,0,0,3,60,3,2
Each,7/25/2023,Vape Product,1179.22,25,1179.22,0,0,25,25
Each,7/28/2023,Infused Beverage,4050,338,4050,0,0,338,200
Each,7/28/2023,Vape Product,2085.14,59,2085.14,0,0,59,55
Grams,7/26/2023,Concentrate,45,0,0,1,45,1,1
Each,7/30/2023,Vape Product,9052.09,217,9052.09,0,0,217,213
Each,7/26/2023,Infused (edible),1431,78,1431,0,0,78,51
Grams,7/25/2023,Infused Pre-Rolls,71,0,0,4,71,4,4
Grams,7/30/2023,Raw Pre-Rolls,1341,0,0,192.4,1341,192.4,116
Each,7/30/2023,Infused (non-edible),34.2,1,34.2,0,0,1,1
Each,7/25/2023,Infused (non-edible),75,3,75,0,0,3,1
Each,7/24/2023,Infused Beverage,350,45,350,0,0,45,18
Each,7/28/2023,Vape Product,716.65,18,716.65,0,0,18,16
Each,7/28/2023,Vape Product,4058.5,135,4058.5,0,0,135,129
Each,7/26/2023,Concentrate (Each),725,19,725,0,0,19,17
Each,7/26/2023,Infused Beverage,212.25,31,212.25,0,0,31,14
Each,7/25/2023,Concentrate (Each),4772,116,4772,0,0,116,107
Grams,7/24/2023,Shake/Trim (by strain),560,0,0,196,560,196,7
Grams,7/26/2023,Buds,3631.93,0,0,483.5,3631.93,483.5,92
Each,7/29/2023,Infused (edible),1782.9,139,1782.9,0,0,139,117
Each,7/27/2023,Infused Beverage,23.97,3,23.97,0,0,3,3
Each,7/30/2023,Infused (non-edible),25,1,25,0,0,1,1
Grams,7/30/2023,Raw Pre-Rolls,1542,0,0,236.8,1542,236.8,145
Each,7/27/2023,Infused (edible),2539.02,134,2539.02,0,0,134,122
Grams,7/30/2023,Infused Pre-Rolls,60,0,0,1.8,60,1.8,3
Grams,7/26/2023,Infused Pre-Rolls,3053.25,0,0,164.5,3053.25,164.5,97
Each,7/26/2023,Infused Beverage,280,47,280,0,0,47,21
Each,7/24/2023,Vape Product,5150.6,111,5150.6,0,0,111,102
Each,7/28/2023,Vape Product,1555.05,44,1555.05,0,0,44,38
Grams,7/27/2023,Raw Pre-Rolls,2286.25,0,0,177.5,2286.25,177.5,89
Each,7/25/2023,Infused Beverage,55.75,5,55.75,0,0,5,2
Grams,7/27/2023,Concentrate,304.17,0,0,8,304.17,8,3
Each,7/29/2023,Concentrate (Each),359.9,8,359.9,0,0,8,8
Each,7/26/2023,Infused (non-edible),0.02,2,0.02,0,0,2,2
Grams,7/24/2023,Raw Pre-Rolls,4426.5,0,0,377.2,4426.5,377.2,283
Each,7/30/2023,Infused Beverage,28,4,28,0,0,4,3
Grams,7/24/2023,Infused Pre-Rolls,444,0,0,18.25,444,18.25,11
Grams,7/24/2023,Raw Pre-Rolls,325,0,0,26.5,325,26.5,21
Each,7/29/2023,Infused Beverage,651.7,106,651.7,0,0,106,38
Each,7/24/2023,Vape Product,230,7,230,0,0,7,6
Each,7/24/2023,Vape Product,600,14,600,0,0,14,14
Grams,7/27/2023,Buds,704.5,0,0,99.5,704.5,99.5,19
Each,7/30/2023,Infused (edible),1136.5,64,1136.5,0,0,64,43
Grams,7/25/2023,Concentrate,150.01,0,0,4.5,150.01,4.5,5
Grams,7/27/2023,Buds,27018.53,0,0,4590.5,27018.53,4590.5,402
Grams,7/25/2023,Buds,24175.7,0,0,5225.98,24175.7,5225.98,679
Each,7/27/2023,Vape Product,940,20,940,0,0,20,20
Each,7/25/2023,Infused (edible),750,39,750,0,0,39,38
Each,7/30/2023,Vape Product,2375.93,93,2375.93,0,0,93,86
Each,7/24/2023,Infused (edible),665.75,47,665.75,0,0,47,36
Each,7/30/2023,Vape Product,3014.76,88,3014.76,0,0,88,81
Each,7/27/2023,Infused Beverage,18,3,18,0,0,3,3
Grams,7/30/2023,Shake/Trim (by strain),1060,0,0,343,1060,343,41
Grams,7/29/2023,Raw Pre-Rolls,1460.7,0,0,120.8,1460.7,120.8,81
Grams,7/30/2023,Shake/Trim (by strain),988.86,0,0,282,988.86,282,16
Grams,7/24/2023,Buds,958.74,0,0,118.5,958.74,118.5,36
Grams,7/29/2023,Kief,30,0,0,1,30,1,1
Each,7/30/2023,Infused Beverage,52.26,34,52.26,0,0,34,33
Each,7/30/2023,Infused Beverage,193.77,48,193.77,0,0,48,26
Each,7/30/2023,Infused (edible),299,15,299,0,0,15,10
Grams,7/24/2023,Raw Pre-Rolls,649.14,0,0,63.4,649.14,63.4,39
Each,7/30/2023,Vape Product,2925,93,2925,0,0,93,87
Grams,7/25/2023,Raw Pre-Rolls,258.6,0,0,22.05,258.6,22.05,18
Each,7/30/2023,Infused Beverage,24,4,24,0,0,4,1
Grams,7/27/2023,Shake/Trim,160,0,0,28,160,28,4
Each,7/27/2023,Infused Beverage,352.13,64,352.13,0,0,64,24
Grams,7/24/2023,Raw Pre-Rolls,3994.65,0,0,337.95,3994.65,337.95,293
Each,7/24/2023,Concentrate (Each),836.5,35,836.5,0,0,35,25
Each,7/30/2023,Concentrate (Each),724.21,19,724.21,0,0,19,17
Each,7/26/2023,Infused Beverage,56,7,56,0,0,7,5
Grams,7/27/2023,Concentrate,210,0,0,10.5,210,10.5,3
Grams,7/24/2023,Shake/Trim,50,0,0,14,50,14,2
Each,7/29/2023,Vape Product,2199.5,59,2199.5,0,0,59,53
Grams,7/27/2023,Buds,1301.5,0,0,238,1301.5,238,34
Each,7/30/2023,Infused (edible),1565.06,114,1565.06,0,0,114,93
Grams,7/24/2023,Shake/Trim,322,0,0,56,322,56,7
Each,7/25/2023,Concentrate (Each),312,9,312,0,0,9,9
Each,7/25/2023,Infused Beverage,69.55,11,69.55,0,0,11,7
Grams,7/24/2023,Raw Pre-Rolls,1357,0,0,173.5,1357,173.5,110
Grams,7/24/2023,Shake/Trim (by strain),344.5,0,0,77,344.5,77,7
Grams,7/30/2023,Buds,430,0,0,45.5,430,45.5,12
Each,7/30/2023,Infused Beverage,211,24,211,0,0,24,11
Each,7/26/2023,Infused Beverage,177.4,17,177.4,0,0,17,17
Grams,7/25/2023,Shake/Trim,216,0,0,56,216,56,8
Grams,7/26/2023,Shake/Trim (by strain),2550,0,0,1204,2550,1204,43
Grams,7/25/2023,Raw Pre-Rolls,1922.02,0,0,442.8,1922.02,442.8,339
Grams,7/30/2023,Shake/Trim (by strain),6,0,0,1,6,1,1
Grams,7/24/2023,Shake/Trim (by strain),1055,0,0,259,1055,259,34
Grams,7/30/2023,Infused Pre-Rolls,348.35,0,0,20.1,348.35,20.1,13
Grams,7/28/2023,Infused Pre-Rolls,1853.5,0,0,77,1853.5,77,64
Each,7/28/2023,Concentrate (Each),3107.29,77,3107.29,0,0,77,50
Each,7/29/2023,Concentrate (Each),20,4,20,0,0,4,1
Each,7/29/2023,Vape Product,196,7,196,0,0,7,7
Grams,7/30/2023,Buds,6276.08,0,0,1084.45,6276.08,1084.45,201
Each,7/28/2023,Infused (non-edible),30,1,30,0,0,1,1
Grams,7/29/2023,Shake/Trim,94,0,0,23,94,23,15
Each,7/26/2023,Concentrate (Each),1059.7,26,1059.7,0,0,26,25
Grams,7/29/2023,Infused Pre-Rolls,24.95,0,0,1.2,24.95,1.2,1
Each,7/25/2023,Vape Product,900,16,900,0,0,16,16
Each,7/27/2023,Concentrate (Each),205,4,205,0,0,4,4
Each,7/24/2023,Infused (edible),789.9,38,789.9,0,0,38,35
Each,7/26/2023,Infused (edible),4819,234,4819,0,0,234,168
Each,7/30/2023,Vape Product,1926.3,51,1926.3,0,0,51,51
Grams,7/27/2023,Raw Pre-Rolls,3717.42,0,0,282.6,3717.42,282.6,168
Each,7/26/2023,Infused (edible),2235.71,111,2235.71,0,0,111,89
Grams,7/29/2023,Infused Pre-Rolls,280,0,0,14.98,280,14.98,11
Each,7/28/2023,Concentrate (Each),2216.24,98,2216.24,0,0,98,86
Each,7/25/2023,Concentrate (Each),1973.67,54,1973.67,0,0,54,50
Grams,7/27/2023,Raw Pre-Rolls,4052.1,0,0,332.9,4052.1,332.9,304
Each,7/25/2023,Infused Beverage,33.5,5,33.5,0,0,5,3
Grams,7/26/2023,Raw Pre-Rolls,2299,0,0,363.75,2299,363.75,194
Each,7/30/2023,Vape Product,3805.06,99,3805.06,0,0,99,87
Grams,7/24/2023,Raw Pre-Rolls,471,0,0,42.5,471,42.5,21
Grams,7/29/2023,Raw Pre-Rolls,1848.51,0,0,245.25,1848.51,245.25,140
Grams,7/25/2023,Concentrate,90,0,0,2,90,2,2
Grams,7/29/2023,Buds,2844.67,0,0,647.5,2844.67,647.5,46
Each,7/29/2023,Infused (edible),10724.27,400,10724.27,0,0,400,334
Each,7/30/2023,Concentrate (Each),105,3,105,0,0,3,3
Each,7/26/2023,Vape Product,1365,69,1365,0,0,69,51
Each,7/25/2023,Infused Beverage,107.15,17,107.15,0,0,17,11
Each,7/29/2023,Infused (edible),1579.49,69,1579.49,0,0,69,62
Each,7/25/2023,Infused Beverage,20,4,20,0,0,4,1
Each,7/26/2023,Infused Beverage,10,2,10,0,0,2,2
Grams,7/24/2023,Raw Pre-Rolls,2000,0,0,175.5,2000,175.5,84
Grams,7/28/2023,Raw Pre-Rolls,1595.8,0,0,195,1595.8,195,139
Each,7/30/2023,Infused (edible),3344.6,244,3344.6,0,0,244,171
Each,7/30/2023,Concentrate (Each),1120,40,1120,0,0,40,35
Each,7/27/2023,Infused (edible),388,18,388,0,0,18,14
Each,7/29/2023,Infused Beverage,353.58,60,353.58,0,0,60,25
Each,7/28/2023,Concentrate (Each),124.2,3,124.2,0,0,3,3
Each,7/27/2023,Vape Product,749,21,749,0,0,21,21
Each,7/30/2023,Vape Product,1981.34,55,1981.34,0,0,55,55
Grams,7/24/2023,Infused Pre-Rolls,312.14,0,0,22.2,312.14,22.2,18
Each,7/26/2023,Infused Beverage,30,6,30,0,0,6,3
Each,7/28/2023,Infused (edible),656,30,656,0,0,30,26
Grams,7/28/2023,Infused Pre-Rolls,507,0,0,23.5,507,23.5,19
Each,7/30/2023,Infused Beverage,129.09,10,129.09,0,0,10,5
Each,7/28/2023,Infused Beverage,348.6,53,348.6,0,0,53,23
Grams,7/25/2023,Buds,4869.77,0,0,654.5,4869.77,654.5,140
Grams,7/27/2023,Infused Pre-Rolls,220,0,0,12.95,220,12.95,14
Each,7/26/2023,Vape Product,1575.37,33,1575.37,0,0,33,32
Each,7/29/2023,Infused (non-edible),406,8,406,0,0,8,6
Each,7/26/2023,Infused (non-edible),60,1,60,0,0,1,1
Each,7/27/2023,Infused Beverage,232,28,232,0,0,28,18
Each,7/24/2023,Infused (edible),684.85,63,684.85,0,0,63,57
Grams,7/28/2023,Raw Pre-Rolls,2172.6,0,0,225.5,2172.6,225.5,135
Each,7/25/2023,Infused Beverage,196,33,196,0,0,33,9
Grams,7/26/2023,Buds,5387,0,0,813.5,5387,813.5,115
Each,7/25/2023,Vape Product,1430,42,1430,0,0,42,40
Each,7/25/2023,Infused (non-edible),60,3,60,0,0,3,1
Grams,7/30/2023,Raw Pre-Rolls,3089.08,0,0,288,3089.08,288,202
Grams,7/29/2023,Concentrate,555,0,0,13.5,555,13.5,11
Each,7/24/2023,Concentrate (Each),890,24,890,0,0,24,23
Grams,7/26/2023,Buds,1637.8,0,0,210,1637.8,210,41
Each,7/27/2023,Vape Product,3140.58,120,3140.58,0,0,120,105
Grams,7/29/2023,Raw Pre-Rolls,2091.67,0,0,335.2,2091.67,335.2,242
Each,7/24/2023,Vape Product,2700,57,2700,0,0,57,51
Grams,7/29/2023,Infused Pre-Rolls,360,0,0,19.8,360,19.8,17
Grams,7/25/2023,Raw Pre-Rolls,5673.2,0,0,1406,5673.2,1406,490
Grams,7/28/2023,Buds,17107.75,0,0,1862.5,17107.75,1862.5,418
Each,7/26/2023,Infused (edible),278,16,278,0,0,16,11
Grams,7/30/2023,Buds,3578.5,0,0,375.5,3578.5,375.5,89
Each,7/27/2023,Infused (edible),1304.14,61,1304.14,0,0,61,41
Grams,7/26/2023,Buds,2424.04,0,0,264.5,2424.04,264.5,48
Each,7/26/2023,Infused (edible),265.01,12,265.01,0,0,12,11
Each,7/25/2023,Infused Beverage,14.01,3,14.01,0,0,3,3
Grams,7/24/2023,Buds,795.6,0,0,105,795.6,105,25
Each,7/25/2023,Infused (edible),1201.62,62,1201.62,0,0,62,57
Each,7/24/2023,Concentrate (Each),62.5,2,62.5,0,0,2,2
Each,7/25/2023,Concentrate (Each),743,29,743,0,0,29,24
Each,7/24/2023,Infused (edible),549,19,549,0,0,19,16
Grams,7/27/2023,Raw Pre-Rolls,659.49,0,0,56,659.49,56,36
Each,7/29/2023,Concentrate (Each),640,15,640,0,0,15,14
Grams,7/26/2023,Buds,2605.57,0,0,380,2605.57,380,67
Grams,7/28/2023,Infused Pre-Rolls,390.2,0,0,23,390.2,23,17
Grams,7/28/2023,Raw Pre-Rolls,3791,0,0,503,3791,503,184
Grams,7/26/2023,Raw Pre-Rolls,5596.02,0,0,452,5596.02,452,263
Grams,7/25/2023,Concentrate,100,0,0,2,100,2,1
Grams,7/28/2023,Raw Pre-Rolls,4113.13,0,0,405,4113.13,405,300
Grams,7/29/2023,Buds,1305.35,0,0,200.2,1305.35,200.2,45
Grams,7/25/2023,Buds,4061.5,0,0,367.5,4061.5,367.5,86
Each,7/29/2023,Infused Beverage,310,33,310,0,0,33,17
Each,7/29/2023,Infused (edible),1716,84,1716,0,0,84,62
Grams,7/28/2023,Raw Pre-Rolls,5035.66,0,0,630.5,5035.66,630.5,399
Each,7/30/2023,Infused Beverage,189.6,32,189.6,0,0,32,23
Grams,7/27/2023,Buds,33252.77,0,0,7556.5,33252.77,7556.5,1316
Grams,7/26/2023,Buds,912.5,0,0,112,912.5,112,21
Each,7/27/2023,Infused (edible),2617.65,149,2617.65,0,0,149,128
Grams,7/30/2023,Buds,15363.19,0,0,3406.12,15363.19,3406.12,450
Grams,7/29/2023,Buds,5801.24,0,0,743.5,5801.24,743.5,114
Grams,7/26/2023,Shake/Trim (by strain),390,0,0,84,390,84,4
Each,7/29/2023,Infused (edible),486,28,486,0,0,28,20
Grams,7/25/2023,Raw Pre-Rolls,878.1,0,0,104.5,878.1,104.5,54
Grams,7/25/2023,Buds,8656.76,0,0,1843,8656.76,1843,179
Each,7/29/2023,Infused (edible),4174.18,286,4174.18,0,0,286,190
Each,7/25/2023,Vape Product,6521.5,221,6521.5,0,0,221,173
Each,7/29/2023,Infused (edible),3747.2,167,3747.2,0,0,167,141
Each,7/24/2023,Infused (non-edible),141.7,6,141.7,0,0,6,5
Each,7/24/2023,Infused Beverage,60.2,11,60.2,0,0,11,6
Grams,7/28/2023,Infused Pre-Rolls,120,0,0,10,120,10,4
Each,7/27/2023,Concentrate (Each),1562.5,30,1562.5,0,0,30,27
Each,7/29/2023,Infused (edible),1733.46,84,1733.46,0,0,84,74
Each,7/24/2023,Infused (edible),509.35,23,509.35,0,0,23,20
Grams,7/25/2023,Buds,3432.51,0,0,360.5,3432.51,360.5,88
Grams,7/30/2023,Infused Pre-Rolls,261,0,0,12,261,12,9
Grams,7/28/2023,Shake/Trim,70,0,0,14,70,14,2
Grams,7/24/2023,Raw Pre-Rolls,813,0,0,88,813,88,44
Grams,7/28/2023,Concentrate (Bulk),33,0,0,1,33,1,1
Grams,7/25/2023,Concentrate,90,0,0,2,90,2,2
Each,7/30/2023,Infused (non-edible),97.6,3,97.6,0,0,3,3
Each,7/28/2023,Infused (edible),2585.22,108,2585.22,0,0,108,88
Each,7/27/2023,Infused (edible),1600.1,86,1600.1,0,0,86,66
Each,7/29/2023,Concentrate (Each),213,4,213,0,0,4,8
Grams,7/25/2023,Buds,7202.81,0,0,1308.7,7202.81,1308.7,287
Each,7/29/2023,Concentrate (Each),219,8,219,0,0,8,7
Each,7/29/2023,Infused (non-edible),220.68,8,220.68,0,0,8,8
Each,7/27/2023,Vape Product,1600,52,1600,0,0,52,44
Each,7/24/2023,Concentrate (Each),594.25,16,594.25,0,0,16,12
Each,7/30/2023,Concentrate (Each),2921.75,73,2921.75,0,0,73,66
Grams,7/27/2023,Raw Pre-Rolls,4366.13,0,0,424.6,4366.13,424.6,241
Grams,7/27/2023,Shake/Trim (by strain),1130.79,0,0,255.5,1130.79,255.5,28
Each,7/28/2023,Concentrate (Each),415,10,415,0,0,10,9
Each,7/25/2023,Concentrate (Each),655,23,655,0,0,23,15
Each,7/26/2023,Infused Beverage,284,19,284,0,0,19,14
Grams,7/28/2023,Infused Pre-Rolls,772,0,0,52,772,52,19
Each,7/27/2023,Infused (non-edible),50,1,50,0,0,1,1
Each,7/26/2023,Vape Product,1345.02,41,1345.02,0,0,41,39
Each,7/30/2023,Infused (non-edible),24,1,24,0,0,1,1
Grams,7/27/2023,Buds,364,0,0,55.5,364,55.5,9
Grams,7/28/2023,Buds,2850,0,0,479.5,2850,479.5,68
Each,7/30/2023,Vape Product,3482.15,96,3482.15,0,0,96,90
Each,7/26/2023,Infused Beverage,214.72,32,214.72,0,0,32,11
Each,7/26/2023,Infused (non-edible),82.5,2,82.5,0,0,2,2
Each,7/30/2023,Vape Product,785,19,785,0,0,19,18
Each,7/26/2023,Vape Product,2586,67,2586,0,0,67,62
Grams,7/26/2023,Raw Pre-Rolls,2317.3,0,0,204.5,2317.3,204.5,184
Each,7/30/2023,Infused (edible),3534.96,141,3534.96,0,0,141,117
Each,7/28/2023,Concentrate (Each),1369,38,1369,0,0,38,27
Grams,7/29/2023,Buds,997,0,0,98,997,98,29
Grams,7/26/2023,Infused Pre-Rolls,105,0,0,5,105,5,2
Grams,7/28/2023,Buds,3097.8,0,0,384.5,3097.8,384.5,92
Each,7/27/2023,Infused Beverage,66,3,66,0,0,3,3
Each,7/29/2023,Concentrate (Each),940.7,30,940.7,0,0,30,27
Each,7/28/2023,Infused (edible),8470.03,371,8470.03,0,0,371,300
Each,7/30/2023,Concentrate (Each),383.12,17,383.12,0,0,17,16
Each,7/30/2023,Infused (edible),5503.54,293,5503.54,0,0,293,239
Grams,7/30/2023,Infused Pre-Rolls,25,0,0,1,25,1,1
Grams,7/24/2023,Shake/Trim,350,0,0,70,350,70,9
Each,7/27/2023,Infused Beverage,26,4,26,0,0,4,1
Each,7/28/2023,Concentrate (Each),1075,50,1075,0,0,50,34
Grams,7/27/2023,Buds,3512.5,0,0,588,3512.5,588,90
Grams,7/26/2023,Raw Pre-Rolls,1997.91,0,0,159.95,1997.91,159.95,121
Grams,7/28/2023,Buds,5807.43,0,0,636.5,5807.43,636.5,137
Each,7/27/2023,Infused (edible),2350.07,147,2350.07,0,0,147,120
Each,7/25/2023,Infused (non-edible),65.5,3,65.5,0,0,3,3
Each,7/24/2023,Infused (edible),4044.25,179,4044.25,0,0,179,154
Each,7/28/2023,Infused (edible),956.02,47,956.02,0,0,47,43
Each,7/30/2023,Infused Beverage,33.34,6,33.34,0,0,6,4
Grams,7/28/2023,Raw Pre-Rolls,1946.11,0,0,284.5,1946.11,284.5,226
Each,7/29/2023,Infused (non-edible),18,1,18,0,0,1,1
Grams,7/26/2023,Raw Pre-Rolls,1470.87,0,0,225,1470.87,225,140
Grams,7/26/2023,Buds,7414.26,0,0,1148.5,7414.26,1148.5,178
Each,7/25/2023,Concentrate (Each),975.09,28,975.09,0,0,28,20
Each,7/30/2023,Vape Product,535,15,535,0,0,15,13
Each,7/27/2023,Concentrate (Each),178,5,178,0,0,5,5
Grams,7/25/2023,Buds,2705.12,0,0,282.5,2705.12,282.5,53
Grams,7/24/2023,Buds,20587.51,0,0,4323,20587.51,4323,807
Each,7/30/2023,Infused (non-edible),125,2,125,0,0,2,2
Grams,7/27/2023,Buds,5323.33,0,0,522.5,5323.33,522.5,115
Each,7/29/2023,Infused (edible),1332.6,68,1332.6,0,0,68,56
Grams,7/30/2023,Shake/Trim (by strain),1195.83,0,0,196,1195.83,196,9
Grams,7/26/2023,Buds,5050.06,0,0,621.5,5050.06,621.5,125
Each,7/30/2023,Infused (edible),990,50,990,0,0,50,43
Each,7/24/2023,Concentrate (Each),779,20,779,0,0,20,20
Grams,7/25/2023,Shake/Trim (by strain),2367,0,0,742,2367,742,89
Each,7/30/2023,Concentrate (Each),713,12,713,0,0,12,11
Grams,7/30/2023,Kief,30,0,0,1,30,1,1
Each,7/26/2023,Infused (edible),1044.4,62,1044.4,0,0,62,43
Grams,7/25/2023,Infused Pre-Rolls,190,0,0,7.5,190,7.5,7
Grams,7/28/2023,Infused Pre-Rolls,341,0,0,13,341,13,15
Each,7/24/2023,Infused (edible),1925.9,128,1925.9,0,0,128,98
Each,7/26/2023,Infused Beverage,333,49,333,0,0,49,14
Each,7/25/2023,Immature Plants,530.5,11,530.5,0,0,11,11
Each,7/28/2023,Vape Product,463.42,14,463.42,0,0,14,12
Each,7/24/2023,Vape Product,9154.05,317,9154.05,0,0,317,264
Grams,7/30/2023,Raw Pre-Rolls,373.9,0,0,49.8,373.9,49.8,38
Grams,7/25/2023,Infused Pre-Rolls,100,0,0,5,100,5,3
Grams,7/30/2023,Infused Pre-Rolls,795,0,0,40,795,40,13
Grams,7/24/2023,Buds,830.39,0,0,120.5,830.39,120.5,42
Grams,7/25/2023,Raw Pre-Rolls,5695.6,0,0,641,5695.6,641,511
Grams,7/25/2023,Raw Pre-Rolls,1543,0,0,124.2,1543,124.2,102
Each,7/24/2023,Infused (non-edible),30,1,30,0,0,1,1
Each,7/26/2023,Infused Beverage,18,3,18,0,0,3,3
Grams,7/30/2023,Buds,14292.12,0,0,2184,14292.12,2184,319
