SALE_PERIOD,TOTAL_$,PRODUCT_CATEGORY,UNIT_OF_MEASURE,TOTAL_UNITS,CCC Last Updated,CountBasedTotal,DollarCountBasedTotal,DollarWeightBasedTotal,Quantity,WeightBasedTotal
2023-04-20,1484.9,Infused Pre-Rolls,Grams,62,4/24/2023,,0,1484.9,44.83,44.83
2023-04-22,2820.18,Infused (edible),Each,104,4/24/2023,,2820.18,0,131,0
2023-04-18,662.25,Vape Product,Each,25,4/24/2023,,662.25,0,21,0
2018-11-20 -2023-04-16,294,Infused Pre-Rolls,Milligrams,17,4/24/2023,0,0,294,6000,6000
2023-04-17,2519.5,Raw Pre-Rolls,Grams,134,4/24/2023,,0,2519.5,218.1,218.1
2023-04-22,755,Concentrate (Each),Each,18,4/24/2023,,755,0,19,0
2023-04-20,539.66,Infused Beverage,Each,36,4/24/2023,,539.66,0,80,0
2023-04-21,450,Concentrate,Grams,9,4/24/2023,,0,450,10,10
2023-04-22,823,Shake/Trim (by strain),Grams,31,4/24/2023,,0,823,231,231
2023-04-19,373.5,Concentrate (Each),Each,11,4/24/2023,,373.5,0,12,0
2018-11-20 -2023-04-16,5269969.06,Infused (edible),Each,209553,4/24/2023,262217,5269969.06,0,268525,0
2023-04-20,1735.38,Infused (edible),Each,94,4/24/2023,,1735.38,0,112,0
2023-04-17,133.33,Raw Pre-Rolls,Grams,8,4/24/2023,,0,133.33,10.5,10.5
2023-04-20,1612.33,Concentrate (Each),Each,46,4/24/2023,,1612.33,0,52,0
2023-04-23,2556.54,Raw Pre-Rolls,Grams,239,4/24/2023,,0,2556.54,366.75,366.75
2023-04-17,5779.71,Buds,Grams,123,4/24/2023,,0,5779.71,772.5,772.5
2023-04-18,18.33,Infused Pre-Rolls,Grams,1,4/24/2023,,0,18.33,0.75,0.75
2023-04-22,728,Concentrate (Each),Each,12,4/24/2023,,728,0,13,0
2018-11-20 -2023-04-16,28356.19,Infused Beverage,Each,2564,4/24/2023,4996,28356.19,0,5863,0
2023-04-22,9088.76,Raw Pre-Rolls,Grams,504,4/24/2023,,0,9088.76,1507.05,1507.05
2018-11-20 -2023-04-16,26781.03,Shake/Trim,Grams,607,4/24/2023,0,0,26781.03,4767,4767
2023-04-23,50,Infused (non-edible),Each,1,4/24/2023,,50,0,2,0
2023-04-19,2063.6,Raw Pre-Rolls,Grams,92,4/24/2023,,0,2063.6,133.65,133.65
2023-04-20,8267.8,Infused (edible),Each,362,4/24/2023,,8267.8,0,462,0
2018-11-20 -2023-04-16,909.33,Infused Beverage,Each,91,4/24/2023,100,909.33,0,122,0
2023-04-19,65,Infused (non-edible),Each,1,4/24/2023,,65,0,1,0
2023-04-18,25,Concentrate,Grams,1,4/24/2023,,0,25,0.5,0.5
2023-04-23,742.5,Vape Product,Each,18,4/24/2023,,742.5,0,19,0
2023-04-22,107,Infused Beverage,Each,5,4/24/2023,,107,0,17,0
2023-04-18,3423.64,Buds,Grams,129,4/24/2023,,0,3423.64,441.5,441.5
2023-04-20,448.75,Concentrate (Each),Each,9,4/24/2023,,448.75,0,9,0
2023-04-17,892.4,Infused (edible),Each,28,4/24/2023,,892.4,0,46,0
2023-04-20,9266,Raw Pre-Rolls,Grams,870,4/24/2023,,0,9266,2296,2296
2023-04-20,5900.45,Raw Pre-Rolls,Grams,419,4/24/2023,,0,5900.45,702,702
2023-04-20,44,Infused Beverage,Each,2,4/24/2023,,44,0,5,0
2023-04-19,608.37,Raw Pre-Rolls,Grams,53,4/24/2023,,0,608.37,66,66
2018-11-20 -2023-04-16,15,Buds,Each,1,4/24/2023,1,15,0,1,0
2023-04-23,444,Infused (edible),Each,16,4/24/2023,,444,0,17,0
2018-11-20 -2023-04-16,47604.84,Infused Pre-Rolls,Grams,1586,4/24/2023,0,0,47604.84,1955.88,1955.88
2023-04-22,192,Infused Pre-Rolls,Grams,7,4/24/2023,,0,192,8,8
2023-04-21,837,Vape Product,Each,22,4/24/2023,,837,0,22,0
2018-11-20 -2023-04-16,253497.33,Infused Beverage,Each,17375,4/24/2023,27551,253497.33,0,28466,0
2023-04-17,545,Vape Product,Each,7,4/24/2023,,545,0,10,0
2023-04-21,4256.79,Infused (edible),Each,128,4/24/2023,,4256.79,0,161,0
2023-04-17,320.18,Concentrate (Each),Each,9,4/24/2023,,320.18,0,24,0
2023-04-23,922.75,Buds,Grams,41,4/24/2023,,0,922.75,135,135
2023-04-18,33.33,Infused Beverage,Each,3,4/24/2023,,33.33,0,4,0
2023-04-18,1632,Raw Pre-Rolls,Grams,118,4/24/2023,,0,1632,117.1,117.1
2023-04-19,1241,Buds,Grams,42,4/24/2023,,0,1241,118,118
2023-04-20,1100,Concentrate (Each),Each,13,4/24/2023,,1100,0,19,0
2023-04-17,1025,Raw Pre-Rolls,Grams,76,4/24/2023,,0,1025,76.25,76.25
2018-11-20 -2023-04-16,468270.17,Infused (edible),Each,19793,4/24/2023,14579,468270.17,0,22459,0
2018-11-20 -2023-04-16,1075,Kief,Grams,34,4/24/2023,0,0,1075,43,43
2023-04-20,373,Concentrate (Each),Each,9,4/24/2023,,373,0,9,0
2018-11-20 -2023-04-16,3126513.58,Buds,Grams,78281,4/24/2023,0,0,3126513.58,253752.9,253752.9
2023-04-21,3094,Buds,Grams,54,4/24/2023,,0,3094,248.5,248.5
2023-04-22,589.25,Raw Pre-Rolls,Grams,42,4/24/2023,,0,589.25,74.8,74.8
2023-04-23,85,Infused Beverage,Each,12,4/24/2023,,85,0,22,0
2023-04-20,4518.4,Raw Pre-Rolls,Grams,285,4/24/2023,,0,4518.4,410.5,410.5
2023-04-18,192.08,Shake/Trim (by strain),Grams,6,4/24/2023,,0,192.08,42,42
2023-04-21,10413.08,Buds,Grams,230,4/24/2023,,0,10413.08,966,966
2023-04-17,230,Concentrate,Grams,2,4/24/2023,,0,230,7,7
2023-04-19,108,Concentrate (Each),Each,2,4/24/2023,,108,0,3,0
2023-04-18,426,Infused (edible),Each,24,4/24/2023,,426,0,24,0
2023-04-17,1675,Vape Product,Each,36,4/24/2023,,1675,0,40,0
2023-04-18,12240.71,Buds,Grams,449,4/24/2023,,0,12240.71,1863.48,1863.48
2023-04-18,15688.74,Buds,Grams,307,4/24/2023,,0,15688.74,3111.5,3111.5
2023-04-20,5800.65,Infused (edible),Each,314,4/24/2023,,5800.65,0,386,0
2023-04-20,8158.52,Buds,Grams,230,4/24/2023,,0,8158.52,947,947
2023-04-23,944.7,Raw Pre-Rolls,Grams,27,4/24/2023,,0,944.7,63.5,63.5
2023-04-19,260,Concentrate,Grams,5,4/24/2023,,0,260,5,5
2023-04-20,428.31,Infused Pre-Rolls,Grams,26,4/24/2023,,0,428.31,35.2,35.2
2023-04-17,914.58,Infused (edible),Each,36,4/24/2023,,914.58,0,46,0
2023-04-20,1268.17,Raw Pre-Rolls,Grams,135,4/24/2023,,0,1268.17,210.5,210.5
2023-04-23,35,Infused (non-edible),Each,1,4/24/2023,,35,0,1,0
2023-04-18,20,Kief,Grams,1,4/24/2023,,0,20,1,1
2023-04-17,2401.25,Concentrate (Each),Each,130,4/24/2023,,2401.25,0,159,0
2023-04-19,972,Vape Product,Each,21,4/24/2023,,972,0,19,0
2023-04-21,179.5,Shake/Trim,Grams,4,4/24/2023,,0,179.5,42,42
2023-04-19,5890.57,Buds,Grams,156,4/24/2023,,0,5890.57,787.5,787.5
2023-04-22,3045.76,Raw Pre-Rolls,Grams,184,4/24/2023,,0,3045.76,253.4,253.4
2018-11-20 -2023-04-16,245,Kief,Grams,5,4/24/2023,,0,245,7,7
2023-04-17,95,Concentrate (Each),Each,3,4/24/2023,,95,0,4,0
2023-04-21,28900.46,Buds,Grams,365,4/24/2023,,0,28900.46,2459.1,2459.1
2018-11-20 -2023-04-16,83201.89,Shake/Trim (by strain),Grams,1952,4/24/2023,0,0,83201.89,10431,10431
2023-04-19,478,Infused Pre-Rolls,Grams,9,4/24/2023,,0,478,25,25
2023-04-17,210,Shake/Trim,Grams,7,4/24/2023,,0,210,49,49
2018-11-20 -2023-04-16,554134.99,Buds,Grams,11879,4/24/2023,0,0,554134.99,69541.74,69541.74
2023-04-18,640,Infused Pre-Rolls,Grams,23,4/24/2023,,0,640,23.2,23.2
2023-04-19,1994,Infused (edible),Each,62,4/24/2023,,1994,0,72,0
2023-04-18,12371.24,Buds,Grams,265,4/24/2023,,0,12371.24,1491,1491
2023-04-23,202.75,Concentrate (Each),Each,5,4/24/2023,,202.75,0,5,0
2023-04-20,7677.44,Raw Pre-Rolls,Grams,640,4/24/2023,,0,7677.44,824.8,824.8
2023-04-21,94.3,Infused (non-edible),Each,4,4/24/2023,,94.3,0,5,0
2018-11-20 -2023-04-16,49661.26,Shake/Trim (by strain),Grams,1342,4/24/2023,0,0,49661.26,9937.5,9937.5
2023-04-17,395.06,Concentrate (Each),Each,14,4/24/2023,,395.06,0,21,0
2018-11-20 -2023-04-16,25528.46,Concentrate (Each),Each,769,4/24/2023,441,25528.46,0,838,0
2023-04-20,19053.64,Buds,Grams,373,4/24/2023,,0,19053.64,4423.5,4423.5
2023-04-19,1680.03,Vape Product,Each,41,4/24/2023,,1680.03,0,44,0
2023-04-23,3355,Buds,Grams,98,4/24/2023,,0,3355,385,385
2023-04-22,7606.72,Infused (edible),Each,267,4/24/2023,,7606.72,0,343,0
2023-04-18,47,Infused Beverage,Each,3,4/24/2023,,47,0,9,0
2018-11-20 -2023-04-16,4754207.92,Raw Pre-Rolls,Grams,234252,4/24/2023,0,0,4754207.92000001,332472.86,332472.86
2023-04-19,29.17,Infused Pre-Rolls,Grams,1,4/24/2023,,0,29.17,0.4,0.4
2023-04-18,5633.8,Buds,Grams,172,4/24/2023,,0,5633.8,871.5,871.5
2018-11-20 -2023-04-16,16868.77,Shake/Trim (by strain),Grams,1030,4/24/2023,0,0,16868.77,3678,3678
2023-04-23,1391.74,Infused (edible),Each,70,4/24/2023,,1391.74,0,82,0
2023-04-23,663,Infused Beverage,Each,26,4/24/2023,,663,0,128,0
2023-04-17,288,Infused (edible),Each,11,4/24/2023,,288,0,17,0
2023-04-19,9277.9,Buds,Grams,203,4/24/2023,,0,9277.9,1008,1008
2023-04-17,334.35,Infused (edible),Each,12,4/24/2023,,334.35,0,18,0
2023-04-21,688.57,Vape Product,Each,18,4/24/2023,,688.57,0,18,0
2018-11-20 -2023-04-16,25375.05,Infused (non-edible),Each,483,4/24/2023,502,25375.05,0,534,0
2018-11-20 -2023-04-16,8113,Concentrate (Bulk),Grams,201,4/24/2023,0,0,8113,196,196
2023-04-22,40.45,Infused (non-edible),Each,1,4/24/2023,,40.45,0,1,0
2023-04-18,126,Kief,Grams,6,4/24/2023,,0,126,7,7
2023-04-21,110,Infused (non-edible),Each,2,4/24/2023,,110,0,2,0
2023-04-22,154,Shake/Trim,Grams,3,4/24/2023,,0,154,28,28
2023-04-17,712.02,Infused Pre-Rolls,Grams,41,4/24/2023,,0,712.02,49.25,49.25
2023-04-20,4099.88,Vape Product,Each,86,4/24/2023,,4099.88,0,98,0
2018-11-20 -2023-04-16,1296,Infused (non-edible),Each,36,4/24/2023,21,1296,0,37,0
2023-04-21,875.84,Infused Beverage,Each,24,4/24/2023,,875.84,0,56,0
2023-04-22,3396.11,Buds,Grams,73,4/24/2023,,0,3396.11,518,518
2023-04-17,300,Concentrate (Each),Each,5,4/24/2023,,300,0,6,0
2023-04-17,3908.64,Vape Product,Each,100,4/24/2023,,3908.64,0,121,0
2023-04-20,90,Kief,Grams,3,4/24/2023,,0,90,3,3
2018-11-20 -2023-04-16,258267.98,Raw Pre-Rolls,Grams,14366,4/24/2023,0,0,258267.98,20142.35,20142.35
2023-04-19,836.82,Infused Pre-Rolls,Grams,34,4/24/2023,,0,836.82,20.99,20.99
2018-11-20 -2023-04-16,245393.28,Infused (non-edible),Each,3676,4/24/2023,4178,245393.28,0,4216,0
2018-11-20 -2023-04-16,533718.25,Vape Product,Each,12724,4/24/2023,12474,533718.25,0,14205,0
2023-04-20,3768.02,Infused Pre-Rolls,Grams,161,4/24/2023,,0,3768.02,191,191
2023-04-18,219.98,Infused Beverage,Each,18,4/24/2023,,219.98,0,33,0
2023-04-19,1035,Infused (edible),Each,37,4/24/2023,,1035,0,46,0
2023-04-20,9564.25,Infused (edible),Each,369,4/24/2023,,9564.25,0,473,0
2018-11-20 -2023-04-16,4330,Concentrate,Grams,70,4/24/2023,0,0,4330,47,47
2018-11-20 -2023-04-16,163726.97,Shake/Trim (by strain),Grams,4629,4/24/2023,0,0,163726.97,30613,30613
2023-04-18,1387.8,Vape Product,Each,35,4/24/2023,,1387.8,0,38,0
2023-04-18,1327.15,Raw Pre-Rolls,Grams,98,4/24/2023,,0,1327.15,123.75,123.75
2023-04-20,2642.68,Raw Pre-Rolls,Grams,267,4/24/2023,,0,2642.68,524.5,524.5
2018-11-20 -2023-04-16,10785.74,Infused Beverage,Each,877,4/24/2023,1736,10785.74,0,1751,0
2023-04-21,10036.31,Vape Product,Each,318,4/24/2023,,10036.31,0,341,0
2023-04-22,267.5,Buds,Grams,7,4/24/2023,,0,267.5,52.5,52.5
2023-04-17,365,Infused Pre-Rolls,Grams,13,4/24/2023,,0,365,15.75,15.75
2023-04-19,545,Concentrate,Grams,6,4/24/2023,,0,545,19,19
2023-04-22,1364.29,Buds,Grams,39,4/24/2023,,0,1364.29,135,135
2023-04-21,1845.9,Raw Pre-Rolls,Grams,137,4/24/2023,,0,1845.9,264.5,264.5
2023-04-21,3547.59,Buds,Grams,92,4/24/2023,,0,3547.59,572,572
2023-04-20,4670.82,Infused (edible),Each,221,4/24/2023,,4670.82,0,275,0
2023-04-18,39.98,Infused Beverage,Each,2,4/24/2023,,39.98,0,2,0
2023-04-19,14800.46,Buds,Grams,433,4/24/2023,,0,14800.46,2779,2779
2023-04-19,529,Buds,Grams,9,4/24/2023,,0,529,57.5,57.5
2023-04-22,180,Shake/Trim (by strain),Grams,5,4/24/2023,,0,180,42,42
2023-04-17,60,Infused Pre-Rolls,Grams,3,4/24/2023,,0,60,3,3
2018-11-20 -2023-04-16,1801516.82,Infused (non-edible),Each,38317,4/24/2023,48312,1801516.82,0,48662,0
2023-04-19,281,Concentrate (Each),Each,8,4/24/2023,,281,0,8,0
2023-04-18,2572.46,Raw Pre-Rolls,Grams,128,4/24/2023,,0,2572.46,227,227
2018-11-20 -2023-04-16,985453.95,Infused (edible),Each,39129,4/24/2023,45788,985453.95,0,51053,0
2023-04-23,242.5,Infused Pre-Rolls,Grams,8,4/24/2023,,0,242.5,12.5,12.5
2023-04-18,3018,Infused (edible),Each,126,4/24/2023,,3018,0,157,0
2023-04-20,20,Kief,Grams,1,4/24/2023,,0,20,1,1
2018-11-20 -2023-04-16,14564.75,Infused Pre-Rolls,Grams,603,4/24/2023,0,0,14564.75,725,725
2018-11-20 -2023-04-16,48916,Concentrate,Grams,635,4/24/2023,0,0,48916,706,706
2023-04-17,108,Shake/Trim,Grams,2,4/24/2023,,0,108,20,20
2023-04-18,1022.75,Infused (edible),Each,38,4/24/2023,,1022.75,0,50,0
2023-04-23,4378.95,Raw Pre-Rolls,Grams,294,4/24/2023,,0,4378.95,459.35,459.35
2023-04-22,28882,Infused (edible),Each,953,4/24/2023,,28882,0,1218,0
2018-11-20 -2023-04-16,4047963.1,Concentrate (Each),Each,67026,4/24/2023,68751,4047963.1,0,72216,0
2018-11-20 -2023-04-16,125279.03,Infused Beverage,Each,7132,4/24/2023,13302,125279.03,0,13671,0
2023-04-18,21,Infused Beverage,Each,2,4/24/2023,,21,0,3,0
2023-04-19,487,Infused (edible),Each,15,4/24/2023,,487,0,17,0
2023-04-20,80,Infused (non-edible),Each,2,4/24/2023,,80,0,2,0
2023-04-20,180,Shake/Trim,Grams,4,4/24/2023,,0,180,28,28
2023-04-21,5384.19,Raw Pre-Rolls,Grams,314,4/24/2023,,0,5384.19,600.8,600.8
2023-04-21,3089.75,Vape Product,Each,58,4/24/2023,,3089.75,0,61,0
2023-04-17,2115,Buds,Grams,33,4/24/2023,,0,2115,168,168
2023-04-21,22,Infused (non-edible),Each,1,4/24/2023,,22,0,1,0
2023-04-18,330,Vape Product,Each,6,4/24/2023,,330,0,7,0
2023-04-18,648.88,Infused (edible),Each,29,4/24/2023,,648.88,0,43,0
2023-04-18,88,Infused Pre-Rolls,Grams,5,4/24/2023,,0,88,5.25,5.25
2023-04-23,3586.4,Buds,Grams,76,4/24/2023,,0,3586.4,423.15,423.15
2023-04-23,286.47,Infused Pre-Rolls,Grams,34,4/24/2023,,0,286.47,28.48,28.48
2023-04-18,100,Infused Pre-Rolls,Grams,4,4/24/2023,,0,100,5,5
2023-04-19,384,Raw Pre-Rolls,Grams,27,4/24/2023,,0,384,36.25,36.25
2023-04-17,1737.01,Raw Pre-Rolls,Grams,105,4/24/2023,,0,1737.01,138,138
2023-04-17,2682.6,Raw Pre-Rolls,Grams,275,4/24/2023,,0,2682.6,382.75,382.75
2023-04-18,105,Infused Beverage,Each,5,4/24/2023,,105,0,14,0
2023-04-18,957.38,Infused (edible),Each,62,4/24/2023,,957.38,0,64,0
2023-04-18,77,Infused Pre-Rolls,Grams,5,4/24/2023,,0,77,3.4,3.4
2023-04-22,3734.92,Vape Product,Each,123,4/24/2023,,3734.92,0,132,0
2023-04-17,563,Infused Pre-Rolls,Grams,28,4/24/2023,,0,563,39.58,39.58
2023-04-19,105,Infused Pre-Rolls,Grams,7,4/24/2023,,0,105,5.25,5.25
2023-04-20,31043,Buds,Grams,542,4/24/2023,,0,31043,6604.5,6604.5
2018-11-20 -2023-04-16,1657996.24,Concentrate (Each),Each,32499,4/24/2023,33494,1657996.24,0,35278,0
2023-04-20,1262.76,Concentrate (Each),Each,32,4/24/2023,,1262.76,0,33,0
2023-04-21,538.5,Infused Beverage,Each,24,4/24/2023,,538.5,0,35,0
2018-11-20 -2023-04-16,1000,Infused Pre-Rolls,Milligrams,44,4/24/2023,0,0,1000,20000,20000
2023-04-17,110,Shake/Trim,Grams,3,4/24/2023,,0,110,28,28
2023-04-21,9456.5,Buds,Grams,191,4/24/2023,,0,9456.5,994,994
2023-04-23,12939.52,Vape Product,Each,422,4/24/2023,,12939.52,0,492,0
2018-11-20 -2023-04-16,1696404.48,Concentrate (Each),Each,30151,4/24/2023,34812,1696404.48,0,35347,0
2023-04-17,2585.6,Raw Pre-Rolls,Grams,97,4/24/2023,,0,2585.6,181,181
2023-04-19,10.5,Infused Beverage,Each,2,4/24/2023,,10.5,0,2,0
2023-04-19,345,Concentrate (Each),Each,10,4/24/2023,,345,0,10,0
2023-04-20,1317.92,Infused (edible),Each,51,4/24/2023,,1317.92,0,61,0
2023-04-18,2120.02,Vape Product,Each,43,4/24/2023,,2120.02,0,43,0
2023-04-19,1528.83,Concentrate (Each),Each,49,4/24/2023,,1528.83,0,51,0
2018-11-20 -2023-04-16,515075.88,Infused (edible),Each,21821,4/24/2023,27122,515075.88,0,29512,0
2023-04-21,20,Infused Beverage,Each,4,4/24/2023,,20,0,4,0
2023-04-18,431,Infused (edible),Each,15,4/24/2023,,431,0,18,0
2018-11-20 -2023-04-16,10846.13,Vape Product,Each,388,4/24/2023,,10846.13,0,404,0
2023-04-20,78,Infused Beverage,Each,4,4/24/2023,,78,0,4,0
2023-04-22,2124,Infused (edible),Each,86,4/24/2023,,2124,0,114,0
2023-04-23,700,Concentrate,Grams,7,4/24/2023,,0,700,24.5,24.5
2023-04-21,2654,Raw Pre-Rolls,Grams,173,4/24/2023,,0,2654,267,267
2023-04-22,4387.43,Raw Pre-Rolls,Grams,196,4/24/2023,,0,4387.43,608.5,608.5
2023-04-19,3740.8,Buds,Grams,84,4/24/2023,,0,3740.8,388.3,388.3
2023-04-18,35,Infused (non-edible),Each,1,4/24/2023,,35,0,1,0
2018-11-20 -2023-04-16,47152.93,Infused Pre-Rolls,Grams,1890,4/24/2023,0,0,47152.93,2230.1,2230.1
2023-04-17,105,Infused Beverage,Each,8,4/24/2023,,105,0,12,0
2023-04-19,944.99,Vape Product,Each,21,4/24/2023,,944.99,0,18,0
2023-04-17,2185.05,Vape Product,Each,41,4/24/2023,,2185.05,0,43,0
2023-04-18,6890,Buds,Grams,212,4/24/2023,,0,6890,1655.5,1655.5
2023-04-21,620,Vape Product,Each,15,4/24/2023,,620,0,15,0
2023-04-17,13751.01,Buds,Grams,208,4/24/2023,,0,13751.01,1271,1271
2018-11-20 -2023-04-16,3443,Shake/Trim,Grams,31,4/24/2023,0,0,3443,448,448
2023-04-18,1458.01,Raw Pre-Rolls,Grams,87,4/24/2023,,0,1458.01,124.5,124.5
2023-04-18,35,Concentrate (Each),Each,1,4/24/2023,,35,0,1,0
2023-04-18,60,Infused (non-edible),Each,2,4/24/2023,,60,0,2,0
2023-04-18,110,Shake/Trim,Grams,3,4/24/2023,,0,110,28,28
2018-11-20 -2023-04-16,78998.05,Concentrate (Each),Each,1410,4/24/2023,1407,78998.05,0,1568,0
2023-04-19,1,Infused (non-edible),Each,2,4/24/2023,,1,0,2,0
2023-04-18,2477.47,Raw Pre-Rolls,Grams,372,4/24/2023,,0,2477.47,454,454
2023-04-21,1595,Infused (edible),Each,54,4/24/2023,,1595,0,68,0
2023-04-20,3087,Raw Pre-Rolls,Grams,217,4/24/2023,,0,3087,313.5,313.5
2023-04-17,411,Infused (edible),Each,15,4/24/2023,,411,0,16,0
2023-04-18,1688.1,Raw Pre-Rolls,Grams,91,4/24/2023,,0,1688.1,141,141
2023-04-17,1262.01,Infused (edible),Each,53,4/24/2023,,1262.01,0,63,0
2023-04-21,2998.99,Raw Pre-Rolls,Grams,217,4/24/2023,,0,2998.99,308.9,308.9
2023-04-19,270.81,Vape Product,Each,5,4/24/2023,,270.81,0,7,0
2023-04-19,2349.52,Vape Product,Each,42,4/24/2023,,2349.52,0,48,0
2018-11-20 -2023-04-16,21318,Buds,Grams,515,4/24/2023,,0,21318,2082.25,2082.25
2023-04-19,125,Concentrate (Each),Each,3,4/24/2023,,125,0,3,0
2023-04-21,85,Infused Pre-Rolls,Grams,4,4/24/2023,,0,85,4,4
2018-11-20 -2023-04-16,1643803.01,Raw Pre-Rolls,Grams,64422,4/24/2023,0,0,1643803.01,101323.6,101323.6
2023-04-19,73.55,Infused Beverage,Each,6,4/24/2023,,73.55,0,16,0
2023-04-21,992.66,Raw Pre-Rolls,Grams,51,4/24/2023,,0,992.66,129.5,129.5
2023-04-17,180,Infused Pre-Rolls,Grams,6,4/24/2023,,0,180,4.4,4.4
2023-04-18,5277.65,Buds,Grams,116,4/24/2023,,0,5277.65,768.5,768.5
2023-04-21,4894.13,Vape Product,Each,106,4/24/2023,,4894.13,0,118,0
2023-04-20,85.67,Infused Beverage,Each,8,4/24/2023,,85.67,0,9,0
2023-04-19,875,Buds,Grams,19,4/24/2023,,0,875,84,84
2023-04-23,48,Infused Beverage,Each,2,4/24/2023,,48,0,2,0
2023-04-19,1446,Buds,Grams,37,4/24/2023,,0,1446,185.5,185.5
2023-04-17,1913.24,Raw Pre-Rolls,Grams,143,4/24/2023,,0,1913.24,178.5,178.5
2023-04-22,65,Infused (non-edible),Each,1,4/24/2023,,65,0,1,0
2023-04-18,1957,Infused (edible),Each,70,4/24/2023,,1957,0,83,0
2023-04-17,1510.17,Infused (edible),Each,78,4/24/2023,,1510.17,0,84,0
2023-04-20,169.11,Infused Beverage,Each,19,4/24/2023,,169.11,0,19,0
2023-04-23,1623,Infused (edible),Each,74,4/24/2023,,1623,0,90,0
2018-11-20 -2023-04-16,5936.75,Infused (edible),Each,254,4/24/2023,57,5936.75,0,281,0
2023-04-17,2830,Vape Product,Each,56,4/24/2023,,2830,0,58,0
2023-04-22,877,Concentrate (Each),Each,19,4/24/2023,,877,0,21,0
2023-04-17,208.8,Shake/Trim,Grams,6,4/24/2023,,0,208.8,42,42
2023-04-22,2572.5,Concentrate (Each),Each,61,4/24/2023,,2572.5,0,84,0
2023-04-17,34,Infused (non-edible),Each,1,4/24/2023,,34,0,1,0
2023-04-19,60,Kief,Grams,3,4/24/2023,,0,60,3,3
2018-11-20 -2023-04-16,3160823.03,Buds,Grams,64255,4/24/2023,0,0,3160823.03,317877.75,317877.75
2023-04-22,527.5,Buds,Grams,13,4/24/2023,,0,527.5,46.5,46.5
2023-04-22,84,Infused Beverage,Each,6,4/24/2023,,84,0,12,0
2023-04-18,5071.79,Raw Pre-Rolls,Grams,313,4/24/2023,,0,5071.79,549,549
2023-04-22,94,Concentrate,Grams,4,4/24/2023,,0,94,4,4
2023-04-23,10227.21,Buds,Grams,363,4/24/2023,,0,10227.21,2219.5,2219.5
2023-04-18,155,Vape Product,Each,2,4/24/2023,,155,0,3,0
2018-11-20 -2023-04-16,904440.63,Buds,Grams,23867,4/24/2023,0,0,904440.629999999,102790.8,102790.8
2018-11-20 -2023-04-16,21224.85,Infused (non-edible),Each,508,4/24/2023,597,21224.85,0,599,0
2023-04-18,237,Infused (edible),Each,12,4/24/2023,,237,0,20,0
2023-04-18,9466.05,Vape Product,Each,266,4/24/2023,,9466.05,0,291,0
2018-11-20 -2023-04-16,16536.02,Shake/Trim (by strain),Grams,749,4/24/2023,0,0,16536.02,988,988
2023-04-23,316.7,Concentrate (Each),Each,6,4/24/2023,,316.7,0,6,0
2023-04-17,42,Concentrate,Grams,1,4/24/2023,,0,42,1,1
2018-11-20 -2023-04-16,4119073.62,Raw Pre-Rolls,Grams,215042,4/24/2023,0,0,4119073.62,284288.75,284288.75
2018-11-20 -2023-04-16,36773,Shake/Trim,Grams,580,4/24/2023,0,0,36773,4146.75,4146.75
2018-11-20 -2023-04-16,525197.73,Concentrate (Each),Each,10091,4/24/2023,10862,525197.73,0,11525,0
2023-04-22,125,Concentrate,Grams,3,4/24/2023,,0,125,3,3
2023-04-18,976.09,Buds,Grams,23,4/24/2023,,0,976.09,178.5,178.5
2023-04-23,1394.29,Raw Pre-Rolls,Grams,227,4/24/2023,,0,1394.29,300,300
2023-04-18,136,Concentrate (Bulk),Grams,4,4/24/2023,,0,136,4,4
2023-04-20,631,Infused (edible),Each,27,4/24/2023,,631,0,31,0
2023-04-17,167,Infused Beverage,Each,11,4/24/2023,,167,0,23,0
2023-04-20,85,Concentrate (Each),Each,1,4/24/2023,,85,0,1,0
2018-11-20 -2023-04-16,1893202.67,Infused (edible),Each,69075,4/24/2023,84333,1893202.67,0,90596,0
2023-04-17,80,Infused (non-edible),Each,2,4/24/2023,,80,0,2,0
2023-04-18,5602.75,Concentrate (Each),Each,164,4/24/2023,,5602.75,0,186,0
2023-04-19,65,Concentrate,Grams,1,4/24/2023,,0,65,1,1
2023-04-18,90,Infused (non-edible),Each,3,4/24/2023,,90,0,3,0
2023-04-18,442.5,Shake/Trim (by strain),Grams,17,4/24/2023,,0,442.5,126,126
2023-04-23,520.2,Shake/Trim (by strain),Grams,26,4/24/2023,,0,520.2,47,47
2023-04-23,1127.33,Infused (edible),Each,71,4/24/2023,,1127.33,0,94,0
2023-04-22,90,Infused Pre-Rolls,Grams,2,4/24/2023,,0,90,5,5
2023-04-18,2196,Infused (edible),Each,82,4/24/2023,,2196,0,97,0
2023-04-22,655,Concentrate (Each),Each,13,4/24/2023,,655,0,14,0
2023-04-17,9208.51,Vape Product,Each,234,4/24/2023,,9208.51,0,259,0
2018-11-20 -2023-04-16,4883729.58,Buds,Grams,90834,4/24/2023,0,0,4883729.58,468814.5,468814.5
2023-04-21,11222.52,Vape Product,Each,254,4/24/2023,,11222.52,0,318,0
2023-04-17,2512.42,Infused (edible),Each,98,4/24/2023,,2512.42,0,122,0
2023-04-20,3091.97,Raw Pre-Rolls,Grams,417,4/24/2023,,0,3091.97,567.5,567.5
2023-04-20,61,Infused Beverage,Each,7,4/24/2023,,61,0,9,0
