SALE_PERIOD,TOTAL_$,PRODUCT_CATEGORY,UNIT_OF_MEASURE,TOTAL_UNITS,CCC Last Updated,CountBasedTotal,DollarCountBasedTotal,DollarWeightBasedTotal,Quantity,WeightBasedTotal
2023-04-23,622.5,Shake/Trim (by strain),Grams,16,4/24/2023,,0,622.5,70,70
2023-04-23,140,Infused (non-edible),Each,2,4/24/2023,,140,0,2,0
2023-04-20,2398.23,Raw Pre-Rolls,Grams,261,4/24/2023,,0,2398.23,334,334
2023-04-17,7111,Shake/Trim,Grams,166,4/24/2023,,0,7111,3038,3038
2018-11-20 -2023-04-16,5517289.01,Infused (edible),Each,186323,4/24/2023,221120,5517289.01,0,229397,0
2023-04-21,79.6,Concentrate (Each),Each,5,4/24/2023,,79.6,0,5,0
2023-04-21,1021.43,Buds,Grams,26,4/24/2023,,0,1021.43,133,133
2023-04-22,458,Infused Pre-Rolls,Grams,18,4/24/2023,,0,458,21,21
2023-04-19,1493,Vape Product,Each,38,4/24/2023,,1493,0,41,0
2023-04-23,3010,Raw Pre-Rolls,Grams,190,4/24/2023,,0,3010,385,385
2023-04-19,1679.5,Infused (edible),Each,66,4/24/2023,,1679.5,0,78,0
2023-04-18,40,Shake/Trim,Grams,1,4/24/2023,,0,40,7,7
2023-04-20,1874.9,Vape Product,Each,51,4/24/2023,,1874.9,0,57,0
2023-04-19,2179.4,Concentrate (Each),Each,46,4/24/2023,,2179.4,0,50,0
2023-04-20,200.2,Infused Beverage,Each,12,4/24/2023,,200.2,0,13,0
2023-04-23,2659.03,Infused (edible),Each,91,4/24/2023,,2659.03,0,127,0
2023-04-21,2765.25,Concentrate (Each),Each,69,4/24/2023,,2765.25,0,87,0
2023-04-20,30,Kief,Grams,1,4/24/2023,,0,30,1,1
2023-04-22,255,Concentrate (Each),Each,5,4/24/2023,,255,0,6,0
2023-04-18,161.2,Infused Beverage,Each,21,4/24/2023,,161.2,0,28,0
2023-04-20,145,Infused (non-edible),Each,2,4/24/2023,,145,0,3,0
2023-04-19,1238.71,Buds,Grams,35,4/24/2023,,0,1238.71,129.5,129.5
2018-11-20 -2023-04-16,218215.01,Concentrate,Grams,3104,4/24/2023,0,0,218215.01,3220,3220
2023-04-22,79,Infused Beverage,Each,5,4/24/2023,,79,0,10,0
2023-04-22,21,Infused Beverage,Each,3,4/24/2023,,21,0,4,0
2018-11-20 -2023-04-16,178775.85,Kief,Grams,5596,4/24/2023,0,0,178775.85,6108,6108
2018-11-20 -2023-04-16,568.95,Infused Beverage,Each,58,4/24/2023,,568.95,0,81,0
2023-04-18,996,Concentrate (Each),Each,16,4/24/2023,,996,0,18,0
2023-04-22,145,Concentrate,Grams,3,4/24/2023,,0,145,4,4
2023-04-19,4753.5,Raw Pre-Rolls,Grams,291,4/24/2023,,0,4753.5,564.5,564.5
2023-04-17,807.2,Raw Pre-Rolls,Grams,65,4/24/2023,,0,807.2,109.5,109.5
2023-04-19,88,Infused Beverage,Each,9,4/24/2023,,88,0,16,0
2023-04-21,1478.33,Infused (edible),Each,118,4/24/2023,,1478.33,0,148,0
2023-04-21,403,Raw Pre-Rolls,Grams,34,4/24/2023,,0,403,40,40
2023-04-18,826.12,Infused (edible),Each,38,4/24/2023,,826.12,0,46,0
2023-04-21,705,Shake/Trim (by strain),Grams,18,4/24/2023,,0,705,161,161
2023-04-22,2931.17,Raw Pre-Rolls,Grams,252,4/24/2023,,0,2931.17,329.95,329.95
2018-11-20 -2023-04-16,70752.17,Infused Pre-Rolls,Grams,1884,4/24/2023,0,0,70752.17,2661.41,2661.41
2023-04-17,8926.4,Raw Pre-Rolls,Grams,493,4/24/2023,,0,8926.4,814.25,814.25
2023-04-17,83.67,Infused Beverage,Each,10,4/24/2023,,83.67,0,18,0
2018-11-20 -2023-04-16,603242.09,Vape Product,Each,13238,4/24/2023,10889,603242.09,0,14033,0
2023-04-23,183.25,Shake/Trim (by strain),Grams,4,4/24/2023,,0,183.25,42,42
2023-04-18,253.08,Infused Beverage,Each,31,4/24/2023,,253.08,0,59,0
2023-04-17,74,Infused Beverage,Each,6,4/24/2023,,74,0,9,0
2023-04-22,918.62,Raw Pre-Rolls,Grams,74,4/24/2023,,0,918.62,104.5,104.5
2023-04-18,3306.29,Buds,Grams,97,4/24/2023,,0,3306.29,505.1,505.1
2023-04-22,5344.53,Raw Pre-Rolls,Grams,361,4/24/2023,,0,5344.53,521.6,521.6
2023-04-17,1055,Raw Pre-Rolls,Grams,27,4/24/2023,,0,1055,58,58
2023-04-18,56.52,Infused Beverage,Each,6,4/24/2023,,56.52,0,11,0
2023-04-19,361,Infused (edible),Each,14,4/24/2023,,361,0,21,0
2023-04-18,1452.6,Infused (edible),Each,58,4/24/2023,,1452.6,0,79,0
2023-04-21,77,Concentrate,Grams,2,4/24/2023,,0,77,2,2
2023-04-22,25,Kief,Grams,1,4/24/2023,,0,25,1,1
2023-04-20,492.24,Infused (edible),Each,47,4/24/2023,,492.24,0,64,0
2018-11-20 -2023-04-16,15815.5,Concentrate,Grams,223,4/24/2023,0,0,15815.5,236.5,236.5
2018-11-20 -2023-04-16,197682.38,Infused Beverage,Each,12326,4/24/2023,29590,197682.38,0,30710,0
2023-04-22,130,Concentrate (Each),Each,3,4/24/2023,,130,0,3,0
2023-04-19,548,Concentrate (Each),Each,14,4/24/2023,,548,0,18,0
2023-04-17,639.5,Concentrate (Each),Each,15,4/24/2023,,639.5,0,15,0
2023-04-17,553.6,Buds,Grams,14,4/24/2023,,0,553.6,46.5,46.5
2023-04-23,35,Kief,Grams,1,4/24/2023,,0,35,1,1
2018-11-20 -2023-04-16,122320.9,Concentrate (Each),Each,3114,4/24/2023,3084,122320.9,0,3413,0
2023-04-22,4096.17,Vape Product,Each,99,4/24/2023,,4096.17,0,106,0
2023-04-21,225,Shake/Trim,Grams,5,4/24/2023,,0,225,35,35
2023-04-21,141.5,Concentrate (Each),Each,5,4/24/2023,,141.5,0,5,0
2023-04-20,75.6,Infused Pre-Rolls,Grams,3,4/24/2023,,0,75.6,3.18,3.18
2023-04-18,1480.8,Vape Product,Each,46,4/24/2023,,1480.8,0,47,0
2023-04-21,6006.33,Buds,Grams,149,4/24/2023,,0,6006.33,872.5,872.5
2018-11-20 -2023-04-16,8395823.42,Buds,Grams,152948,4/24/2023,0,0,8395823.42,932990.86,932990.86
2023-04-22,880,Vape Product,Each,18,4/24/2023,,880,0,18,0
2023-04-17,2916.5,Buds,Grams,67,4/24/2023,,0,2916.5,353.5,353.5
2023-04-17,530,Concentrate (Each),Each,8,4/24/2023,,530,0,10,0
2023-04-18,134,Infused Pre-Rolls,Grams,4,4/24/2023,,0,134,7,7
2023-04-19,98.4,Infused Beverage,Each,6,4/24/2023,,98.4,0,14,0
2023-04-17,998.75,Infused (edible),Each,48,4/24/2023,,998.75,0,71,0
2023-04-18,168,Infused Beverage,Each,5,4/24/2023,,168,0,9,0
2023-04-18,1773,Infused (edible),Each,83,4/24/2023,,1773,0,112,0
2023-04-21,210,Infused Pre-Rolls,Grams,11,4/24/2023,,0,210,6.7,6.7
2023-04-22,167,Infused Beverage,Each,12,4/24/2023,,167,0,20,0
2023-04-19,150,Shake/Trim,Grams,5,4/24/2023,,0,150,35,35
2023-04-21,8027.5,Buds,Grams,179,4/24/2023,,0,8027.5,1057,1057
2023-04-17,79.38,Shake/Trim (by strain),Grams,2,4/24/2023,,0,79.38,14,14
2023-04-21,67.5,Infused Pre-Rolls,Grams,3,4/24/2023,,0,67.5,3,3
2018-11-20 -2023-04-16,290178.41,Vape Product,Each,6049,4/24/2023,6348,290178.41,0,6793,0
2023-04-22,2035.35,Raw Pre-Rolls,Grams,173,4/24/2023,,0,2035.35,222.5,222.5
2023-04-20,2107.6,Infused (edible),Each,102,4/24/2023,,2107.6,0,131,0
2023-04-17,812,Raw Pre-Rolls,Grams,64,4/24/2023,,0,812,59.7,59.7
2018-11-20 -2023-04-16,154594.15,Infused Pre-Rolls,Grams,5136,4/24/2023,0,0,154594.15,5723.5,5723.5
2023-04-20,35,Shake/Trim (by strain),Grams,1,4/24/2023,,0,35,7,7
2018-11-20 -2023-04-16,11925.2,Vape Product,Each,395,4/24/2023,,11925.2,0,389,0
2023-04-22,9516.19,Buds,Grams,232,4/24/2023,,0,9516.19,876.2,876.2
2018-11-20 -2023-04-16,4952508.75,Buds,Grams,89942,4/24/2023,0,0,4952508.75,350328,350328
2023-04-18,40,Infused Pre-Rolls,Grams,2,4/24/2023,,0,40,2,2
2023-04-19,137.65,Infused Beverage,Each,15,4/24/2023,,137.65,0,20,0
2023-04-21,3223.82,Raw Pre-Rolls,Grams,98,4/24/2023,,0,3223.82,226,226
2023-04-20,140,Concentrate (Bulk),Grams,4,4/24/2023,,0,140,2.5,2.5
2023-04-23,35,Shake/Trim (by strain),Grams,1,4/24/2023,,0,35,7,7
2023-04-17,103.5,Infused Beverage,Each,11,4/24/2023,,103.5,0,14,0
2023-04-17,4144,Vape Product,Each,70,4/24/2023,,4144,0,88,0
2023-04-20,2963.04,Infused (edible),Each,399,4/24/2023,,2963.04,0,546,0
2023-04-17,430,Vape Product,Each,18,4/24/2023,,430,0,19,0
2018-11-20 -2023-04-16,403400.34,Concentrate (Each),Each,8313,4/24/2023,8097,403400.34,0,8884,0
2023-04-17,410.85,Concentrate (Each),Each,7,4/24/2023,,410.85,0,8,0
2023-04-21,8582.7,Buds,Grams,267,4/24/2023,,0,8582.7,1564.5,1564.5
2023-04-21,5039.54,Raw Pre-Rolls,Grams,271,4/24/2023,,0,5039.54,463.5,463.5
2018-11-20 -2023-04-16,168521.79,Concentrate (Each),Each,3152,4/24/2023,3329,168521.79,0,3420,0
2023-04-20,1498.57,Infused (edible),Each,74,4/24/2023,,1498.57,0,90,0
2023-04-18,1106,Raw Pre-Rolls,Grams,78,4/24/2023,,0,1106,82.9,82.9
2023-04-23,4,Immature Plants,Each,4,4/24/2023,,4,0,4,0
2018-11-20 -2023-04-16,296.41,Infused (non-edible),Each,3,4/24/2023,6,296.41,0,16,0
2023-04-20,9051.96,Vape Product,Each,234,4/24/2023,,9051.96,0,263,0
2023-04-18,671.23,Concentrate (Each),Each,6,4/24/2023,,671.23,0,12,0
2023-04-21,1419.45,Infused (edible),Each,93,4/24/2023,,1419.45,0,106,0
2023-04-22,2573.7,Raw Pre-Rolls,Grams,191,4/24/2023,,0,2573.7,319.5,319.5
2023-04-17,126,Shake/Trim (by strain),Grams,7,4/24/2023,,0,126,25,25
2023-04-17,40,Concentrate,Grams,1,4/24/2023,,0,40,1,1
2023-04-19,330,Shake/Trim,Grams,15,4/24/2023,,0,330,105,105
2023-04-21,290.01,Vape Product,Each,11,4/24/2023,,290.01,0,11,0
2023-04-22,595,Concentrate (Each),Each,12,4/24/2023,,595,0,15,0
2023-04-22,45,Infused (non-edible),Each,1,4/24/2023,,45,0,1,0
2018-11-20 -2023-04-16,27786.4,Concentrate (Each),Each,620,4/24/2023,241,27786.4,0,658,0
2018-11-20 -2023-04-16,13430.78,Concentrate (Each),Each,274,4/24/2023,255,13430.78,0,305,0
2023-04-23,115,Shake/Trim (by strain),Grams,2,4/24/2023,,0,115,21,21
2023-04-18,5668.25,Vape Product,Each,139,4/24/2023,,5668.25,0,149,0
2023-04-17,190.9,Infused Pre-Rolls,Grams,9,4/24/2023,,0,190.9,13.2,13.2
2023-04-21,50,Infused (non-edible),Each,1,4/24/2023,,50,0,1,0
2018-11-20 -2023-04-16,6821.8,Infused (non-edible),Each,163,4/24/2023,184,6821.8,0,184,0
2023-04-22,125,Infused (edible),Each,4,4/24/2023,,125,0,5,0
2023-04-19,21,Infused Beverage,Each,2,4/24/2023,,21,0,3,0
2018-11-20 -2023-04-16,44972.02,Concentrate,Each,619,4/24/2023,751,44972.02,0,751,0
2018-11-20 -2023-04-16,5885085.5,Buds,Grams,95000,4/24/2023,0,0,5885085.5,454154.95,454154.95
2023-04-23,1225,Shake/Trim (by strain),Grams,34,4/24/2023,,0,1225,343,343
2023-04-19,3081.69,Raw Pre-Rolls,Grams,296,4/24/2023,,0,3081.69,604.3,604.3
2023-04-18,216.65,Vape Product,Each,5,4/24/2023,,216.65,0,5,0
2023-04-23,17.5,Infused Pre-Rolls,Grams,1,4/24/2023,,0,17.5,0.6,0.6
2018-11-20 -2023-04-16,64760.51,Shake/Trim (by strain),Grams,2414,4/24/2023,0,0,64760.51,7381,7381
2023-04-20,200,Shake/Trim (by strain),Grams,2,4/24/2023,,0,200,28,28
2023-04-18,6,Concentrate (Each),Each,6,4/24/2023,,6,0,6,0
2023-04-21,582.04,Concentrate (Each),Each,19,4/24/2023,,582.04,0,23,0
2023-04-23,1554,Shake/Trim,Grams,41,4/24/2023,,0,1554,371,371
2018-11-20 -2023-04-16,473411.36,Vape Product,Each,9825,4/24/2023,9208,473411.36,0,10912,0
2023-04-22,34,Infused Beverage,Each,9,4/24/2023,,34,0,12,0
2023-04-20,2102.91,Raw Pre-Rolls,Grams,111,4/24/2023,,0,2102.91,179,179
2023-04-23,150,Infused (non-edible),Each,3,4/24/2023,,150,0,3,0
2023-04-22,38,Infused Pre-Rolls,Grams,2,4/24/2023,,0,38,2,2
2023-04-19,1390.71,Concentrate (Each),Each,30,4/24/2023,,1390.71,0,37,0
2023-04-21,2614.77,Raw Pre-Rolls,Grams,158,4/24/2023,,0,2614.77,203.1,203.1
2023-04-22,45,Concentrate (Each),Each,1,4/24/2023,,45,0,1,0
2023-04-23,3584.1,Raw Pre-Rolls,Grams,255,4/24/2023,,0,3584.1,397.7,397.7
2023-04-21,59.4,Infused (non-edible),Each,1,4/24/2023,,59.4,0,1,0
2023-04-22,1526.63,Buds,Grams,30,4/24/2023,,0,1526.63,179,179
2023-04-17,23.11,Infused Beverage,Each,4,4/24/2023,,23.11,0,5,0
2023-04-22,532.37,Concentrate (Each),Each,16,4/24/2023,,532.37,0,18,0
2023-04-22,430,Shake/Trim,Grams,8,4/24/2023,,0,430,98,98
2023-04-20,694,Concentrate (Each),Each,10,4/24/2023,,694,0,13,0
2023-04-20,21,Kief,Grams,1,4/24/2023,,0,21,1,1
2023-04-18,226.5,Infused Beverage,Each,23,4/24/2023,,226.5,0,48,0
2023-04-19,509.82,Infused Pre-Rolls,Grams,18,4/24/2023,,0,509.82,28.9,28.9
2023-04-19,1160.54,Infused Pre-Rolls,Grams,79,4/24/2023,,0,1160.54,88.5,88.5
2018-11-20 -2023-04-16,5879.81,Kief,Grams,220,4/24/2023,0,0,5879.81,339,339
2023-04-19,475,Concentrate (Each),Each,11,4/24/2023,,475,0,11,0
2023-04-21,95.83,Concentrate (Each),Each,2,4/24/2023,,95.83,0,2,0
2023-04-23,568,Infused Pre-Rolls,Grams,20,4/24/2023,,0,568,12.5,12.5
2018-11-20 -2023-04-16,64248.48,Infused Beverage,Each,3537,4/24/2023,5392,64248.48,0,6076.96,0
2023-04-18,50,Infused (non-edible),Each,1,4/24/2023,,50,0,1,0
2023-04-20,2062.1,Infused (edible),Each,111,4/24/2023,,2062.1,0,124,0
2023-04-18,941,Concentrate (Each),Each,24,4/24/2023,,941,0,26,0
2023-04-22,789.9,Vape Product,Each,16,4/24/2023,,789.9,0,19,0
2023-04-23,233.33,Concentrate (Each),Each,5,4/24/2023,,233.33,0,5,0
2023-04-21,1622.5,Concentrate (Each),Each,54,4/24/2023,,1622.5,0,57,0
2023-04-18,126,Infused Beverage,Each,9,4/24/2023,,126,0,16,0
2023-04-21,7348.63,Infused (edible),Each,247,4/24/2023,,7348.63,0,319,0
2018-11-20 -2023-04-16,4320948.22,Buds,Grams,85363,4/24/2023,0,0,4320948.22,404117.6,404117.6
2023-04-19,650,Concentrate (Each),Each,9,4/24/2023,,650,0,9,0
2023-04-23,203.77,Raw Pre-Rolls,Grams,18,4/24/2023,,0,203.77,21.5,21.5
2023-04-20,845.6,Infused Beverage,Each,48,4/24/2023,,845.6,0,167,0
2023-04-22,50,Infused (non-edible),Each,1,4/24/2023,,50,0,1,0
2023-04-19,158,Infused (edible),Each,7,4/24/2023,,158,0,8,0
2023-04-19,2141.65,Infused (edible),Each,82,4/24/2023,,2141.65,0,93,0
2023-04-23,1640.01,Buds,Grams,48,4/24/2023,,0,1640.01,231,231
2023-04-17,135.9,Infused Beverage,Each,9,4/24/2023,,135.9,0,24,0
2023-04-17,60,Infused Pre-Rolls,Grams,3,4/24/2023,,0,60,3,3
2018-11-20 -2023-04-16,892896.45,Buds,Grams,17473,4/24/2023,0,0,892896.45,70592.3,70592.3
2023-04-18,428.6,Vape Product,Each,9,4/24/2023,,428.6,0,9,0
2023-04-23,1710,Vape Product,Each,34,4/24/2023,,1710,0,36,0
2023-04-20,71.4,Infused Beverage,Each,14,4/24/2023,,71.4,0,17,0
2023-04-18,516,Infused (edible),Each,17,4/24/2023,,516,0,23,0
2023-04-22,615.38,Infused Pre-Rolls,Grams,23,4/24/2023,,0,615.38,27.2,27.2
2018-11-20 -2023-04-16,23808770.33,Buds,Grams,441558,4/24/2023,0,0,23808770.33,1763101.25,1763101.25
2023-04-19,370.25,Infused Pre-Rolls,Grams,15,4/24/2023,,0,370.25,16.98,16.98
2023-04-17,1094.01,Raw Pre-Rolls,Grams,72,4/24/2023,,0,1094.01,93.5,93.5
2023-04-23,934,Vape Product,Each,30,4/24/2023,,934,0,34,0
2023-04-17,1537.12,Raw Pre-Rolls,Grams,89,4/24/2023,,0,1537.12,165.5,165.5
2023-04-18,329,Raw Pre-Rolls,Grams,24,4/24/2023,,0,329,26.5,26.5
2018-11-20 -2023-04-16,15,Immature Plants,Each,5,4/24/2023,15,15,0,15,0
2023-04-22,3427.6,Raw Pre-Rolls,Grams,170,4/24/2023,,0,3427.6,314.5,314.5
2023-04-21,3024.3,Infused (edible),Each,95,4/24/2023,,3024.3,0,135,0
2018-11-20 -2023-04-16,12670.32,Infused Beverage,Each,1585,4/24/2023,2532,12670.32,0,2850,0
2018-11-20 -2023-04-16,130018.37,Infused Beverage,Each,8433,4/24/2023,15564,130018.37,0,16062,0
2023-04-23,57,Infused Beverage,Each,3,4/24/2023,,57,0,5,0
2023-04-18,80,Infused (non-edible),Each,1,4/24/2023,,80,0,1,0
2023-04-23,205,Concentrate (Each),Each,5,4/24/2023,,205,0,6,0
2023-04-23,2427.66,Infused (edible),Each,105,4/24/2023,,2427.66,0,115,0
2023-04-21,574.84,Infused Pre-Rolls,Grams,21,4/24/2023,,0,574.84,49.5,49.5
2023-04-18,64,Infused Beverage,Each,6,4/24/2023,,64,0,10,0
2023-04-18,3621.01,Buds,Grams,82,4/24/2023,,0,3621.01,413,413
2023-04-21,3133.5,Infused (edible),Each,121,4/24/2023,,3133.5,0,158,0
2023-04-19,106.02,Infused Beverage,Each,15,4/24/2023,,106.02,0,17,0
2023-04-20,24522.74,Raw Pre-Rolls,Grams,1923,4/24/2023,,0,24522.74,2652.25,2652.25
2023-04-17,19,Infused Beverage,Each,3,4/24/2023,,19,0,3,0
2023-04-23,255,Infused Pre-Rolls,Grams,15,4/24/2023,,0,255,12.75,12.75
2023-04-23,379.99,Vape Product,Each,7,4/24/2023,,379.99,0,9,0
2023-04-23,6251.5,Buds,Grams,161,4/24/2023,,0,6251.5,752.5,752.5
2023-04-23,1432.2,Infused (edible),Each,53,4/24/2023,,1432.2,0,60,0
2018-11-20 -2023-04-16,12615458.12,Buds,Grams,257452,4/24/2023,0,0,12615458.12,1076194.6,1076194.6
2018-11-20 -2023-04-16,142441.1,Infused (edible),Each,6351,4/24/2023,5422,142441.1,0,7623,0
2023-04-22,705,Vape Product,Each,20,4/24/2023,,705,0,20,0
2023-04-18,1760.56,Raw Pre-Rolls,Grams,175,4/24/2023,,0,1760.56,208,208
2018-11-20 -2023-04-16,89961.56,Infused Pre-Rolls,Grams,3096,4/24/2023,0,0,89961.56,3933.1,3933.1
2023-04-19,8449.92,Buds,Grams,187,4/24/2023,,0,8449.92,1393.5,1393.5
2023-04-20,640.1,Infused Pre-Rolls,Grams,11,4/24/2023,,0,640.1,35,35
2023-04-21,29.6,Raw Pre-Rolls,Grams,3,4/24/2023,,0,29.6,3,3
2023-04-23,360,Infused (edible),Each,10,4/24/2023,,360,0,13,0
2023-04-21,6327.83,Infused (edible),Each,191,4/24/2023,,6327.83,0,222,0
2023-04-18,95.19,Infused Beverage,Each,14,4/24/2023,,95.19,0,19,0
2023-04-17,155,Infused (edible),Each,7,4/24/2023,,155,0,8,0
2023-04-21,196,Concentrate (Each),Each,7,4/24/2023,,196,0,13,0
2023-04-17,3683.34,Raw Pre-Rolls,Grams,183,4/24/2023,,0,3683.34,266.75,266.75
2023-04-18,180,Shake/Trim,Grams,4,4/24/2023,,0,180,28,28
2018-11-20 -2023-04-16,1157527.35,Infused (edible),Each,43351,4/24/2023,55347,1157527.35,0,57296,0
2023-04-17,948,Vape Product,Each,21,4/24/2023,,948,0,22,0
2023-04-23,50,Infused Pre-Rolls,Grams,2,4/24/2023,,0,50,2,2
2023-04-20,45,Concentrate,Grams,1,4/24/2023,,0,45,1,1
2023-04-21,280.01,Shake/Trim (by strain),Grams,7,4/24/2023,,0,280.01,63,63
2023-04-23,496.25,Vape Product,Each,16,4/24/2023,,496.25,0,17,0
2023-04-22,262,Vape Product,Each,6,4/24/2023,,262,0,7,0
2023-04-19,36675.04,Vape Product,Each,977,4/24/2023,,36675.04,0,1125,0
2023-04-22,304,Infused Pre-Rolls,Grams,14,4/24/2023,,0,304,17.85,17.85
2023-04-21,60,Infused (non-edible),Each,2,4/24/2023,,60,0,2,0
2023-04-21,3826.3,Vape Product,Each,114,4/24/2023,,3826.3,0,126,0
2023-04-23,140,Concentrate (Each),Each,3,4/24/2023,,140,0,3,0
2023-04-17,438.25,Concentrate,Grams,5,4/24/2023,,0,438.25,15,15
2023-04-18,6842.78,Vape Product,Each,230,4/24/2023,,6842.78,0,239,0
2023-04-22,156.43,Infused Beverage,Each,11,4/24/2023,,156.43,0,28,0
2023-04-23,93,Infused Beverage,Each,7,4/24/2023,,93,0,14,0
2023-04-23,1950.4,Buds,Grams,52,4/24/2023,,0,1950.4,305,305
2023-04-17,947,Infused (edible),Each,33,4/24/2023,,947,0,43,0
2023-04-22,128,Infused Beverage,Each,11,4/24/2023,,128,0,19,0
2023-04-20,2952,Raw Pre-Rolls,Grams,359,4/24/2023,,0,2952,630.55,630.55
2023-04-20,884,Concentrate (Each),Each,26,4/24/2023,,884,0,26,0
2018-11-20 -2023-04-16,512428.92,Buds,Grams,13579,4/24/2023,0,0,512428.92,66889.38,66889.38
2023-04-22,9409.38,Buds,Grams,201,4/24/2023,,0,9409.38,857.5,857.5
2023-04-22,18,Infused Beverage,Each,3,4/24/2023,,18,0,3,0
2023-04-18,71,Concentrate (Each),Each,2,4/24/2023,,71,0,2,0
2023-04-20,11769.26,Raw Pre-Rolls,Grams,1391,4/24/2023,,0,11769.26,2124,2124
2023-04-18,2905.25,Buds,Grams,66,4/24/2023,,0,2905.25,423.5,423.5
2023-04-20,49.27,Infused (non-edible),Each,1,4/24/2023,,49.27,0,1,0
2023-04-20,4858.94,Buds,Grams,109,4/24/2023,,0,4858.94,504,504
2023-04-22,65,Shake/Trim,Grams,1,4/24/2023,,0,65,14,14
2023-04-23,3296.25,Buds,Grams,115,4/24/2023,,0,3296.25,987,987
2023-04-20,506.38,Buds,Grams,40,4/24/2023,,0,506.38,92,92
2023-04-21,2864,Infused (edible),Each,92,4/24/2023,,2864,0,104,0
2023-04-22,3932.5,Buds,Grams,72,4/24/2023,,0,3932.5,322,322
2023-04-19,435,Buds,Grams,14,4/24/2023,,0,435,59.5,59.5
2023-04-19,56,Infused Beverage,Each,2,4/24/2023,,56,0,2,0
2023-04-22,1695,Infused (edible),Each,84,4/24/2023,,1695,0,109,0
2023-04-20,506.2,Vape Product,Each,11,4/24/2023,,506.2,0,12,0
2023-04-22,2760.35,Vape Product,Each,72,4/24/2023,,2760.35,0,76,0
2023-04-21,5035.5,Vape Product,Each,112,4/24/2023,,5035.5,0,132,0
2018-11-20 -2023-04-16,42803.99,Infused Beverage,Each,2332,4/24/2023,3035,42803.99,0,3415,0
2023-04-23,3060.4,Buds,Grams,97,4/24/2023,,0,3060.4,392.5,392.5
2023-04-21,3809.06,Infused (edible),Each,165,4/24/2023,,3809.06,0,183,0
2023-04-21,70,Concentrate,Grams,2,4/24/2023,,0,70,2,2
2023-04-21,200,Concentrate,Grams,5,4/24/2023,,0,200,5,5
2023-04-21,130,Shake/Trim,Grams,2,4/24/2023,,0,130,28,28
2023-04-21,536,Infused Pre-Rolls,Grams,28,4/24/2023,,0,536,17.5,17.5
2023-04-19,2088.03,Vape Product,Each,45,4/24/2023,,2088.03,0,49,0
2023-04-22,947.5,Concentrate (Each),Each,19,4/24/2023,,947.5,0,24,0
2023-04-18,1209.7,Raw Pre-Rolls,Grams,91,4/24/2023,,0,1209.7,129.5,129.5
2023-04-19,64.8,Infused Pre-Rolls,Grams,2,4/24/2023,,0,64.8,2.46,2.46
2018-11-20 -2023-04-16,22511587.21,Buds,Grams,401797,4/24/2023,0,0,22511587.21,1728230.85,1728230.85
2023-04-18,5397.37,Buds,Grams,116,4/24/2023,,0,5397.37,466,466
2023-04-17,417,Infused Pre-Rolls,Grams,15,4/24/2023,,0,417,17.9,17.9
2023-04-23,1089,Vape Product,Each,26,4/24/2023,,1089,0,27,0
2023-04-18,218.5,Raw Pre-Rolls,Grams,17,4/24/2023,,0,218.5,22.25,22.25
2023-04-20,2385,Buds,Grams,65,4/24/2023,,0,2385,276.5,276.5
2023-04-20,159,Infused (non-edible),Each,4,4/24/2023,,159,0,8,0
2023-04-22,1466.01,Vape Product,Each,32,4/24/2023,,1466.01,0,32,0
2023-04-21,2113,Infused Pre-Rolls,Grams,76,4/24/2023,,0,2113,110.5,110.5
2018-11-20 -2023-04-16,1224951.06,Concentrate (Each),Each,23935,4/24/2023,26440,1224951.06,0,26991,0
2023-04-23,2909.13,Infused (edible),Each,228,4/24/2023,,2909.13,0,360,0
2023-04-22,200,Shake/Trim (by strain),Grams,6,4/24/2023,,0,200,56,56
2023-04-20,2633.36,Vape Product,Each,74,4/24/2023,,2633.36,0,95,0
2023-04-22,4519.8,Raw Pre-Rolls,Grams,379,4/24/2023,,0,4519.8,432.75,432.75
2018-11-20 -2023-04-16,311136.51,Shake/Trim (by strain),Grams,6147,4/24/2023,0,0,311136.51,49430,49430
2023-04-22,3645.42,Raw Pre-Rolls,Grams,162,4/24/2023,,0,3645.42,250.5,250.5
2023-04-23,997.37,Raw Pre-Rolls,Grams,85,4/24/2023,,0,997.37,110.35,110.35
2023-04-23,645,Infused Beverage,Each,8,4/24/2023,,645,0,107,0
2023-04-21,887,Raw Pre-Rolls,Grams,90,4/24/2023,,0,887,124,124
2023-04-18,2156,Raw Pre-Rolls,Grams,130,4/24/2023,,0,2156,187.5,187.5
2023-04-23,1293.91,Raw Pre-Rolls,Grams,110,4/24/2023,,0,1293.91,122.5,122.5
2023-04-20,1181.86,Infused (edible),Each,44,4/24/2023,,1181.86,0,51,0
2023-04-18,25,Kief,Grams,1,4/24/2023,,0,25,1,1
2023-04-17,56,Infused Beverage,Each,5,4/24/2023,,56,0,10,0
2023-04-18,165,Concentrate,Grams,2,4/24/2023,,0,165,3,3
2023-04-22,1872,Buds,Grams,39,4/24/2023,,0,1872,179,179
2023-04-20,35912.1,Buds,Grams,717,4/24/2023,,0,35912.1,10871,10871
2018-11-20 -2023-04-16,852565.75,Concentrate (Each),Each,22100,4/24/2023,24810,852565.750000001,0,25850,0
2018-11-20 -2023-04-16,5433046.26,Raw Pre-Rolls,Grams,287255,4/24/2023,0,0,5433046.26,414343.05,414343.05
2023-04-20,464.22,Infused Pre-Rolls,Grams,25,4/24/2023,,0,464.22,30.55,30.55
